SEA.DAT         2.11            Header structure with coordinate parameters                     
   2
Produced by BUOY Version:   1.245  Level: 070327                                
 Data values taken from NODC  Data Format 291                                   
LCC     
28.0N           90.0W           23.0N           33.0N           
 0.00000000E+00 0.00000000E+00
WGS-84  02-21-2003  
KM
UTC-0500
  2003     1     1  2003    60     1
    42039 'PENSACOLA 115 NM ESE OF PENSACOLA FL'                                                                                              
   383.560    94.092    5.0    4.0    0.6 2003   1  1 2003   1  1   -0.90  292.6   67.0 9999.0 9999.0 9999.0    9.9  212.0    9.1    3.7
   383.560    94.092    5.0    4.0    0.6 2003   1  2 2003   1  2   -0.80  292.8   67.4 9999.0 9999.0 9999.0   12.1  243.0    9.1    3.9
   383.560    94.092    5.0    4.0    0.6 2003   1  3 2003   1  3   -0.80  292.8   64.8 9999.0 9999.0 9999.0   12.0  239.0    9.1    4.0
   383.560    94.092    5.0    4.0    0.6 2003   1  4 2003   1  4   -0.90  292.6   68.3 9999.0 9999.0 9999.0   12.2  234.0    9.1    4.4
   383.560    94.092    5.0    4.0    0.6 2003   1  5 2003   1  5   -1.00  292.4   72.8 9999.0 9999.0 9999.0   11.6  243.0    9.1    3.8
   383.560    94.092    5.0    4.0    0.6 2003   1  6 2003   1  6   -1.30  292.2   69.5 9999.0 9999.0 9999.0   12.4  250.0    9.1    4.1
   383.560    94.092    5.0    4.0    0.6 2003   1  7 2003   1  7   -1.60  291.9   71.3 9999.0 9999.0 9999.0   13.1  251.0    9.1    4.0
   383.560    94.092    5.0    4.0    0.6 2003   1  8 2003   1  8   -2.30  291.1   72.1 9999.0 9999.0 9999.0   12.9  260.0    9.1    4.3
   383.560    94.092    5.0    4.0    0.6 2003   1  9 2003   1  9   -2.80  290.6   71.5 9999.0 9999.0 9999.0   12.0  253.0    9.1    4.3
   383.560    94.092    5.0    4.0    0.6 2003   1 10 2003   1 10   -3.00  290.4   72.0 9999.0 9999.0 9999.0   12.6  254.0    9.1    4.2
   383.560    94.092    5.0    4.0    0.6 2003   1 11 2003   1 11   -3.10  290.4   69.6 9999.0 9999.0 9999.0   12.1  256.0    9.1    4.4
   383.560    94.092    5.0    4.0    0.6 2003   1 12 2003   1 12   -3.00  290.4   72.5 9999.0 9999.0 9999.0   10.0  257.0   10.0    4.1
   383.560    94.092    5.0    4.0    0.6 2003   1 13 2003   1 13   -3.00  290.4   71.5 9999.0 9999.0 9999.0   10.2  260.0   10.0    3.7
   383.560    94.092    5.0    4.0    0.6 2003   1 14 2003   1 14   -2.80  290.6   73.0 9999.0 9999.0 9999.0    9.3  260.0    9.1    3.8
   383.560    94.092    5.0    4.0    0.6 2003   1 15 2003   1 15   -2.30  291.1   72.1 9999.0 9999.0 9999.0    8.2  258.0   10.0    3.3
   383.560    94.092    5.0    4.0    0.6 2003   1 16 2003   1 16   -2.30  291.1   78.0 9999.0 9999.0 9999.0    8.2  273.0   10.0    3.3
   383.560    94.092    5.0    4.0    0.6 2003   1 17 2003   1 17   -2.10  291.4   73.1 9999.0 9999.0 9999.0    7.6  260.0    9.1    3.0
   383.560    94.092    5.0    4.0    0.6 2003   1 18 2003   1 18   -2.00  291.4   74.1 9999.0 9999.0 9999.0    7.2  239.0    9.1    2.8
   383.560    94.092    5.0    4.0    0.6 2003   1 19 2003   1 19   -2.00  291.4   72.6 9999.0 9999.0 9999.0    6.9  251.0   10.0    2.7
   383.560    94.092    5.0    4.0    0.6 2003   1 20 2003   1 20   -2.00  291.4   72.6 9999.0 9999.0 9999.0    7.0  254.0    9.1    2.5
   383.560    94.092    5.0    4.0    0.6 2003   1 21 2003   1 21   -2.00  291.4   74.6 9999.0 9999.0 9999.0    6.4  265.0   10.0    2.4
   383.560    94.092    5.0    4.0    0.6 2003   1 22 2003   1 22   -2.20  291.2   74.0 9999.0 9999.0 9999.0    6.7  263.0    8.3    2.3
   383.560    94.092    5.0    4.0    0.6 2003   1 23 2003   1 23   -2.40  291.1   71.6 9999.0 9999.0 9999.0    6.7  270.0    9.1    2.2
